WKT,State,statecode,District,districtcode,Sub-District,subdistrictcode,townname,towncode,urbanity,no_of_hh,population,popgrp,fmcg_retailer,latitude,longitude,coordinate
POINT (87.7677235 24.862405),JHARKHAND,3,Sahibganj,15,Barharwa,26,Jhiktia,147,Rural,868,4059,4K - 5K,1,24.862405,87.7677235,24.862405 87.7677235
POINT (87.803382 24.7961976),JHARKHAND,3,Sahibganj,15,Barharwa,26,Srikunth,148,Rural,793,3709,3K - 4K,1,24.7961976,87.803382,24.7961976 87.803382
POINT (87.7701836 24.8535446),JHARKHAND,3,Sahibganj,15,Barharwa,26,Ratanpur,149,Rural,724,3414,3K - 4K,,24.8535446,87.7701836,24.8535446 87.7701836
POINT (87.8377842 24.9924137),JHARKHAND,3,Sahibganj,15,Rajmahal,27,Jamnagar,150,Rural,2596,14429,10K - 20K,1,24.9924137,87.8377842,24.9924137 87.8377842
POINT (87.8279577 25.0041293),JHARKHAND,3,Sahibganj,15,Rajmahal,27,Lakhipur Sajanpur,151,Rural,1408,8243,7K - 10K,1,25.0041293,87.8279577,25.0041293 87.8279577
POINT (87.836556 25.0057362),JHARKHAND,3,Sahibganj,15,Rajmahal,27,Samaspur,152,Rural,1215,7358,7K - 10K,1,25.0057362,87.836556,25.0057362 87.836556
POINT (87.7751034 25.2033871),JHARKHAND,3,Sahibganj,15,Rajmahal,27,Dahu Tola,153,Rural,994,6237,5K - 7K,1,25.2033871,87.7751034,25.2033871 87.7751034
POINT (87.7597425 24.9853923),JHARKHAND,3,Sahibganj,15,Rajmahal,27,Tin Pahar (CT),154,Urban,945,5336,3K - 12K,1,24.9853923,87.7597425,24.9853923 87.7597425
POINT (87.7787929 25.0567617),JHARKHAND,3,Sahibganj,15,Rajmahal,27,Mahasingpur,155,Rural,873,4553,4K - 5K,1,25.0567617,87.7787929,25.0567617 87.7787929
POINT (87.7738735 25.0744713),JHARKHAND,3,Sahibganj,15,Rajmahal,27,Kasba,156,Rural,912,4425,4K - 5K,,25.0744713,87.7738735,25.0744713 87.7738735
POINT (87.8310287 25.0375224),JHARKHAND,3,Sahibganj,15,Rajmahal,27,Godi Maharajpur,157,Rural,572,3088,3K - 4K,1,25.0375224,87.8310287,25.0375224 87.8310287
POINT (77.5093952 13.0753965),KARNATAKA,4,Bangalore,16,Bangalore North,28,Chikkabanavara (CT),158,Urban,3562,14409,12K - 20K,1,13.0753965,77.5093952,13.0753965 77.5093952
POINT (77.6672134 13.1325768),KARNATAKA,4,Bangalore,16,Bangalore North,28,Bagalur,159,Rural,2140,10320,10K - 20K,1,13.1325768,77.6672134,13.1325768 77.6672134
POINT (77.4697055 13.0524556),KARNATAKA,4,Bangalore,16,Bangalore North,28,Madavara,160,Rural,2307,8742,7K - 10K,1,13.0524556,77.4697055,13.0524556 77.4697055
POINT (77.4544211 13.0522271),KARNATAKA,4,Bangalore,16,Bangalore North,28,Siddanahosahalli,161,Rural,1694,6165,5K - 7K,,13.0522271,77.4544211,13.0522271 77.4544211
POINT (77.4527702 13.0717935),KARNATAKA,4,Bangalore,16,Bangalore North,28,Heggadadevanapura,162,Rural,1254,4820,4K - 5K,1,13.0717935,77.4527702,13.0717935 77.4527702
POINT (77.5375794 13.0958692),KARNATAKA,4,Bangalore,16,Bangalore North,28,Vaderahalli,163,Rural,762,3083,3K - 4K,1,13.0958692,77.5375794,13.0958692 77.5375794
POINT (77.5095784 12.8019332),KARNATAKA,4,Bangalore,16,Bangalore South,29,Kaggalipura,164,Rural,3012,12452,10K - 20K,1,12.8019332,77.5095784,12.8019332 77.5095784
POINT (77.5963271 12.9333767),KARNATAKA,4,Bangalore,16,Bangalore South,29,Kumbalagodu (CT),165,Urban,2811,10178,3K - 12K,1,12.9333767,77.5963271,12.9333767 77.5963271
POINT (77.5963271 12.9333767),KARNATAKA,4,Bangalore,16,Bangalore South,29,Kambipura,166,Rural,1507,7018,7K - 10K,1,12.9333767,77.5963271,12.9333767 77.5963271
POINT (77.6092188 12.9241089),KARNATAKA,4,Bangalore,16,Bangalore South,29,Tavarekere ,167,Rural,1663,6989,5K - 7K,1,12.9241089,77.6092188,12.9241089 77.6092188
POINT (77.5963271 12.9333767),KARNATAKA,4,Bangalore,16,Bangalore South,29,Somanahalli,168,Rural,1158,4655,4K - 5K,,12.9333767,77.5963271,12.9333767 77.5963271
POINT (77.5963271 12.9333767),KARNATAKA,4,Bangalore,16,Bangalore South,29,Ramohalli,169,Rural,982,3975,3K - 4K,1,12.9333767,77.5963271,12.9333767 77.5963271
POINT (74.5068071 15.8523285),KARNATAKA,4,Belgaum,17,Belgaum,30,Belgaum Cantonment (CB),170,Urban,3814,19411,12K - 20K,1,15.8523285,74.5068071,15.8523285 74.5068071
POINT (74.5984934 16.2943892),KARNATAKA,4,Belgaum,17,Belgaum,30,Bagewadi,171,Rural,2666,12684,10K - 20K,,16.2943892,74.5984934,16.2943892 74.5984934
POINT (74.515567 15.9072614),KARNATAKA,4,Belgaum,17,Belgaum,30,Kangrali (BK) (CT),172,Urban,2336,10496,3K - 12K,1,15.9072614,74.515567,15.9072614 74.515567
POINT (74.6019776 15.4672224),KARNATAKA,4,Belgaum,17,Belgaum,30,Bastawad,173,Rural,1368,7181,7K - 10K,,15.4672224,74.6019776,15.4672224 74.6019776
POINT (74.4320448 15.8883054),KARNATAKA,4,Belgaum,17,Belgaum,30,Uchagaon,174,Rural,1470,6882,5K - 7K,1,15.8883054,74.4320448,15.8883054 74.4320448
POINT (74.4657515 15.8922023),KARNATAKA,4,Belgaum,17,Belgaum,30,Ambewadi,175,Rural,979,4387,4K - 5K,1,15.8922023,74.4657515,15.8922023 74.4657515
POINT (74.4569591 15.8887047),KARNATAKA,4,Belgaum,17,Belgaum,30,Mannur,176,Rural,795,3652,3K - 4K,1,15.8887047,74.4569591,15.8887047 74.4569591
POINT (74.7604767 15.7963878),KARNATAKA,4,Belgaum,17,Sampgaon,31,Kittur,177,Rural,3389,16144,10K - 20K,1,15.7963878,74.7604767,15.7963878 74.7604767
POINT (74.9164928 15.7161377),KARNATAKA,4,Belgaum,17,Sampgaon,31,Belawadi,178,Rural,1739,8647,7K - 10K,1,15.7161377,74.9164928,15.7161377 74.9164928
POINT (74.7604767 15.7963878),KARNATAKA,4,Belgaum,17,Sampgaon,31,Hunshikatti,179,Rural,1228,5410,5K - 7K,1,15.7963878,74.7604767,15.7963878 74.7604767
POINT (74.736633 15.6363772),KARNATAKA,4,Belgaum,17,Sampgaon,31,Ambadagatti,180,Rural,1153,4939,4K - 5K,1,15.6363772,74.736633,15.6363772 74.736633
POINT (74.7227333 15.6047325),KARNATAKA,4,Belgaum,17,Sampgaon,31,Tigadolli,181,Rural,930,3877,3K - 4K,1,15.6047325,74.7227333,15.6047325 74.7227333
POINT (76.7596221 15.1963592),KARNATAKA,4,Bellary,18,Bellary ,32,Kudathini,182,Rural,3980,18215,10K - 20K,1,15.1963592,76.7596221,15.1963592 76.7596221
POINT (76.8245233 15.319165),KARNATAKA,4,Bellary,18,Bellary ,32,Badanahatti,183,Rural,1587,8594,7K - 10K,1,15.319165,76.8245233,15.319165 76.8245233
POINT (76.7871306 15.2690857),KARNATAKA,4,Bellary,18,Bellary ,32,Siddammanahalli,184,Rural,1250,6133,5K - 7K,1,15.2690857,76.7871306,15.2690857 76.7871306
POINT (76.7300448 15.2540422),KARNATAKA,4,Bellary,18,Bellary ,32,Yelubemchi,185,Rural,818,4050,4K - 5K,1,15.2540422,76.7300448,15.2540422 76.7300448
POINT (76.854799 15.0960131),KARNATAKA,4,Bellary,18,Bellary ,32,Honnahalli,186,Rural,590,3307,3K - 4K,1,15.0960131,76.854799,15.0960131 76.854799
POINT (76.631163 15.187245),KARNATAKA,4,Bellary,18,Sandur ,33,Vaddu (CT),187,Urban,3215,12453,12K - 20K,1,15.187245,76.631163,15.187245 76.631163
POINT (76.6586928 15.2026796),KARNATAKA,4,Bellary,18,Sandur ,33,Toranagal,188,Rural,2407,10453,10K - 20K,,15.2026796,76.6586928,15.2026796 76.6586928
POINT (76.5632726 15.1044542),KARNATAKA,4,Bellary,18,Sandur ,33,Krishnanagar,189,Rural,1354,7027,7K - 10K,,15.1044542,76.5632726,15.1044542 76.5632726
POINT (76.6268306 15.1254371),KARNATAKA,4,Bellary,18,Sandur ,33,Taranagar,190,Rural,1343,6722,5K - 7K,1,15.1254371,76.6268306,15.1254371 76.6268306
POINT (76.5965 15.0621019),KARNATAKA,4,Bellary,18,Sandur ,33,Donimalai Township (CT),191,Urban,1660,6672,3K - 12K,1,15.0621019,76.5965,15.0621019 76.5965
POINT (76.6008334 15.1725378),KARNATAKA,4,Bellary,18,Sandur ,33,Talur,192,Rural,891,4694,4K - 5K,1,15.1725378,76.6008334,15.1725378 76.6008334
POINT (76.6246644 15.0072901),KARNATAKA,4,Bellary,18,Sandur ,33,Deogiri,193,Rural,701,3606,3K - 4K,1,15.0072901,76.6246644,15.0072901 76.6246644
POINT (75.070965 12.8403447),KARNATAKA,4,Dakshina Kannada,19,Bantval ,34,Vittal (CT),194,Urban,3441,17618,12K - 20K,1,12.8403447,75.070965,12.8403447 75.070965
POINT (75.0285136 12.7927306),KARNATAKA,4,Dakshina Kannada,19,Bantval ,34,Kolnadu,195,Rural,2273,12201,10K - 20K,1,12.7927306,75.0285136,12.7927306 75.0285136
POINT (75.0506874 12.7439315),KARNATAKA,4,Dakshina Kannada,19,Bantval ,34,Kanyana,196,Rural,1465,7650,7K - 10K,1,12.7439315,75.0506874,12.7439315 75.0506874
POINT (75.0786357 12.7725206),KARNATAKA,4,Dakshina Kannada,19,Bantval ,34,Vittalpadanur,197,Rural,1235,6589,5K - 7K,,12.7725206,75.0786357,12.7725206 75.0786357
POINT (75.129363 12.7666888),KARNATAKA,4,Dakshina Kannada,19,Bantval ,34,Vittalmudnoor,198,Rural,842,4498,4K - 5K,1,12.7666888,75.129363,12.7666888 75.129363
POINT (75.1388497 12.8126965),KARNATAKA,4,Dakshina Kannada,19,Bantval ,34,Idkidu,199,Rural,736,3776,3K - 4K,1,12.8126965,75.1388497,12.8126965 75.1388497
POINT (74.9974035 13.1281882),KARNATAKA,4,Dakshina Kannada,19,Mangalore,35,Beluvai,200,Rural,2095,10220,10K - 20K,1,13.1281882,74.9974035,13.1281882 74.9974035
POINT (74.9614311 13.0604345),KARNATAKA,4,Dakshina Kannada,19,Mangalore,35,Puthige,201,Rural,1713,8279,7K - 10K,1,13.0604345,74.9614311,13.0604345 74.9614311
POINT (74.8081534 13.0502021),KARNATAKA,4,Dakshina Kannada,19,Mangalore,35,Thokur-62 (CT),202,Urban,1396,7433,3K - 12K,1,13.0502021,74.8081534,13.0502021 74.8081534
POINT (74.9738167 12.9919122),KARNATAKA,4,Dakshina Kannada,19,Mangalore,35,Tenkayedapadavu,203,Rural,1272,6228,5K - 7K,1,12.9919122,74.9738167,12.9919122 74.9738167
POINT (74.7972185 13.0507946),KARNATAKA,4,Dakshina Kannada,19,Mangalore,35,Haleangady,204,Rural,930,4563,4K - 5K,,13.0507946,74.7972185,13.0507946 74.7972185
POINT (74.8170822 13.0692849),KARNATAKA,4,Dakshina Kannada,19,Mangalore,35,Kilpady,205,Rural,765,3389,3K - 4K,1,13.0692849,74.8170822,13.0692849 74.8170822
POINT (77.484368 23.1416576),MADHYA PRADESH,5,Bhopal,20,Huzur,36,Ratanpur,206,Rural,1450,6208,5K - 7K,1,23.1416576,77.484368,23.1416576 77.484368
POINT (77.5298985 23.3116371),MADHYA PRADESH,5,Bhopal,20,Huzur,36,Kanasaiya,207,Rural,1224,6084,5K - 7K,1,23.3116371,77.5298985,23.3116371 77.5298985
POINT (77.346453 23.1933283),MADHYA PRADESH,5,Bhopal,20,Huzur,36,Neelbad,208,Rural,894,4282,4K - 5K,1,23.1933283,77.346453,23.1933283 77.346453
POINT (77.2994144 23.2252084),MADHYA PRADESH,5,Bhopal,20,Huzur,36,Mugaliyachhap,209,Rural,792,3931,3K - 4K,1,23.2252084,77.2994144,23.2252084 77.2994144
POINT (77.2735599 23.2815929),MADHYA PRADESH,5,Bhopal,20,Huzur,36,Bhauri,210,Rural,575,3031,3K - 4K,1,23.2815929,77.2735599,23.2815929 77.2735599
POINT (74.9316552 22.6131113),MADHYA PRADESH,5,Dhar,21,Sardarpur,37,Ringnod,211,Rural,1958,11211,10K - 20K,1,22.6131113,74.9316552,22.6131113 74.9316552
POINT (75.12243 22.5597933),MADHYA PRADESH,5,Dhar,21,Sardarpur,37,Amjhera,212,Rural,1750,9540,7K - 10K,1,22.5597933,75.12243,22.5597933 75.12243
POINT (75.1319171 22.7198723),MADHYA PRADESH,5,Dhar,21,Sardarpur,37,Dasai,213,Rural,1655,8418,7K - 10K,1,22.7198723,75.1319171,22.7198723 75.1319171
POINT (74.8770282 22.588799),MADHYA PRADESH,5,Dhar,21,Sardarpur,37,Gumanpura,214,Rural,859,5008,5K - 7K,1,22.588799,74.8770282,22.588799 74.8770282
POINT (74.8916458 22.6163466),MADHYA PRADESH,5,Dhar,21,Sardarpur,37,Bimrod,215,Rural,724,4062,4K - 5K,1,22.6163466,74.8916458,22.6163466 74.8916458
POINT (75.0786357 22.6806681),MADHYA PRADESH,5,Dhar,21,Sardarpur,37,Ledgaon,216,Rural,692,3261,3K - 4K,1,22.6806681,75.0786357,22.6806681 75.0786357
POINT (75.0990746 22.8134178),MADHYA PRADESH,5,Dhar,21,Sardarpur,37,Khuntpala,217,Rural,652,3211,3K - 4K,,22.8134178,75.0990746,22.8134178 75.0990746
POINT (75.0903154 22.5654892),MADHYA PRADESH,5,Dhar,21,Sardarpur,37,Chalani,218,Rural,541,3041,3K - 4K,,22.5654892,75.0903154,22.5654892 75.0903154
POINT (75.8963685 22.6880416),MADHYA PRADESH,5,Indore,22,Indore,38,Palda (CT),219,Urban,3910,18697,12K - 20K,1,22.6880416,75.8963685,22.6880416 75.8963685
POINT (75.9116443 22.768761),MADHYA PRADESH,5,Indore,22,Indore,38,Piplya Kumar (CT),220,Urban,2415,10684,3K - 12K,1,22.768761,75.9116443,22.768761 75.9116443
POINT (75.7916513 22.6424923),MADHYA PRADESH,5,Indore,22,Indore,38,Rangwasa,221,Rural,1505,8632,7K - 10K,1,22.6424923,75.7916513,22.6424923 75.7916513
POINT (75.9159023 22.6803008),MADHYA PRADESH,5,Indore,22,Indore,38,Mundla Nayata,222,Rural,1441,8624,7K - 10K,1,22.6803008,75.9159023,22.6803008 75.9159023
POINT (75.8635625 22.6729888),MADHYA PRADESH,5,Indore,22,Indore,38,Bilawali,223,Rural,1214,5678,5K - 7K,1,22.6729888,75.8635625,22.6729888 75.8635625
POINT (75.9441467 22.6780009),MADHYA PRADESH,5,Indore,22,Indore,38,Dudhia,224,Rural,1003,5384,5K - 7K,1,22.6780009,75.9441467,22.6780009 75.9441467
POINT (75.8007529 22.6715814),MADHYA PRADESH,5,Indore,22,Indore,38,Sukhniwas,225,Rural,1143,4786,4K - 5K,1,22.6715814,75.8007529,22.6715814 75.8007529
POINT (76.0428172 22.5978185),MADHYA PRADESH,5,Indore,22,Indore,38,Pipalda,226,Rural,721,4316,4K - 5K,,22.5978185,76.0428172,22.5978185 76.0428172
POINT (75.9027714 22.6254881),MADHYA PRADESH,5,Indore,22,Indore,38,Asrawad Khurd,227,Rural,722,3984,3K - 4K,1,22.6254881,75.9027714,22.6254881 75.9027714
POINT (75.9405178 22.6550858),MADHYA PRADESH,5,Indore,22,Indore,38,Sanawadia,228,Rural,590,3010,3K - 4K,1,22.6550858,75.9405178,22.6550858 75.9405178
POINT (80.0520952 23.0958042),MADHYA PRADESH,5,Jabalpur,23,Jabalpur,39,Barela (NP),229,Urban,2779,12620,12K - 20K,1,23.0958042,80.0520952,23.0958042 80.0520952
POINT (79.9231461 23.1965123),MADHYA PRADESH,5,Jabalpur,23,Jabalpur,39,GCF Jabalpur (CT),230,Urban,2136,9285,3K - 12K,1,23.1965123,79.9231461,23.1965123 79.9231461
POINT (80.005979 23.2210046),MADHYA PRADESH,5,Jabalpur,23,Jabalpur,39,Mohaniya,231,Rural,1089,5124,5K - 7K,1,23.2210046,80.005979,23.2210046 80.005979
POINT (80.0003875 23.1087241),MADHYA PRADESH,5,Jabalpur,23,Jabalpur,39,Saliwada,232,Rural,822,3866,3K - 4K,1,23.1087241,80.0003875,23.1087241 80.0003875
POINT (79.8464804 23.1430203),MADHYA PRADESH,5,Jabalpur,23,Jabalpur,39,Tewar,233,Rural,724,3468,3K - 4K,1,23.1430203,79.8464804,23.1430203 79.8464804
POINT (80.2739458 23.5089405),MADHYA PRADESH,5,Katni ,24,Dhimarkheda,40,Umariyapan,234,Rural,1840,8591,7K - 10K,1,23.5089405,80.2739458,23.5089405 80.2739458
POINT (80.3714326 23.3411709),MADHYA PRADESH,5,Katni ,24,Dhimarkheda,40,Silondi,235,Rural,1173,4518,4K - 5K,1,23.3411709,80.3714326,23.3411709 80.3714326
POINT (80.3157397 23.3966548),MADHYA PRADESH,5,Katni ,24,Dhimarkheda,40,Dasharman ,236,Rural,1029,4155,4K - 5K,1,23.3966548,80.3157397,23.3966548 80.3157397
POINT (80.3359326 23.4472621),MADHYA PRADESH,5,Katni ,24,Dhimarkheda,40,Murwari ,237,Rural,851,3397,3K - 4K,1,23.4472621,80.3359326,23.4472621 80.3359326
POINT (80.3185252 23.4233454),MADHYA PRADESH,5,Katni ,24,Dhimarkheda,40,Antarved,238,Rural,781,3010,3K - 4K,,23.4233454,80.3185252,23.4233454 80.3185252
POINT (78.6398737 24.0344459),MADHYA PRADESH,5,Sagar,25,Malthon,41,Bandri Karoli,239,Rural,2462,10802,10K - 20K,1,24.0344459,78.6398737,24.0344459 78.6398737
POINT (78.5279263 24.3045713),MADHYA PRADESH,5,Sagar,25,Malthon,41,Malthon,240,Rural,2282,10764,10K - 20K,1,24.3045713,78.5279263,24.3045713 78.5279263
POINT (78.5944718 24.0544968),MADHYA PRADESH,5,Sagar,25,Malthon,41,Pithoriya,241,Rural,849,3678,3K - 4K,1,24.0544968,78.5944718,24.0544968 78.5944718
POINT (79.0489685 23.8927716),MADHYA PRADESH,5,Sagar,25,Sagar,42,Shahpur (NP),242,Urban,2765,13668,12K - 20K,1,23.8927716,79.0489685,23.8927716 79.0489685
POINT (78.8340228 23.9678264),MADHYA PRADESH,5,Sagar,25,Sagar,42,Karrapur (CT),243,Urban,2359,10647,3K - 12K,1,23.9678264,78.8340228,23.9678264 78.8340228
POINT (78.7419528 23.6430781),MADHYA PRADESH,5,Sagar,25,Sagar,42,Bilehra,244,Rural,1925,9371,7K - 10K,1,23.6430781,78.7419528,23.6430781 78.7419528
POINT (78.8297701 23.6289283),MADHYA PRADESH,5,Sagar,25,Sagar,42,Surkhi,245,Rural,1658,7289,7K - 10K,1,23.6289283,78.8297701,23.6289283 78.8297701
POINT (78.9443807 23.8646978),MADHYA PRADESH,5,Sagar,25,Sagar,42,Sanodha,246,Rural,1497,6394,5K - 7K,1,23.8646978,78.9443807,23.8646978 78.9443807
POINT (78.5918631 23.9064642),MADHYA PRADESH,5,Sagar,25,Sagar,42,Narayawali,247,Rural,1180,5261,5K - 7K,,23.9064642,78.5918631,23.9064642 78.5918631
POINT (78.9627624 23.876298),MADHYA PRADESH,5,Sagar,25,Sagar,42,Padariya,248,Rural,1005,4343,4K - 5K,1,23.876298,78.9627624,23.876298 78.9627624
POINT (78.8637428 23.9131299),MADHYA PRADESH,5,Sagar,25,Sagar,42,Kerbana,249,Rural,795,4121,4K - 5K,1,23.9131299,78.8637428,23.9131299 78.8637428
POINT (78.7731227 23.8830248),MADHYA PRADESH,5,Sagar,25,Sagar,42,Bararu,250,Rural,683,3567,3K - 4K,1,23.8830248,78.7731227,23.8830248 78.7731227
POINT (78.7192776 23.7118406),MADHYA PRADESH,5,Sagar,25,Sagar,42,Baroda Sager,251,Rural,669,3056,3K - 4K,,23.7118406,78.7192776,23.7118406 78.7192776
POINT (77.1600201 20.7164065),MAHARASHTRA,6,Akola,26,Akola,43,Borgaon,252,Rural,3564,16858,10K - 20K,1,20.7164065,77.1600201,20.7164065 77.1600201
POINT (77.0276814 20.6712895),MAHARASHTRA,6,Akola,26,Akola,43,Malkapur (CT),253,Urban,3476,15420,12K - 20K,1,20.6712895,77.0276814,20.6712895 77.0276814
POINT (76.9686267 20.6916333),MAHARASHTRA,6,Akola,26,Akola,43,Tapalabad,254,Rural,1640,7968,7K - 10K,1,20.6916333,76.9686267,20.6916333 76.9686267
POINT (77.030539 20.721213),MAHARASHTRA,6,Akola,26,Akola,43,Umari Pr. Akola (CT),255,Urban,1472,6756,3K - 12K,1,20.721213,77.030539,20.721213 77.030539
POINT (77.0852258 20.6932025),MAHARASHTRA,6,Akola,26,Akola,43,Babhulgaon,256,Rural,1200,5212,5K - 7K,1,20.6932025,77.0852258,20.6932025 77.0852258
POINT (77.053568 20.7229666),MAHARASHTRA,6,Akola,26,Akola,43,Gudadhi,257,Rural,1121,4905,4K - 5K,1,20.7229666,77.053568,20.7229666 77.053568
POINT (77.0348573 20.7054595),MAHARASHTRA,6,Akola,26,Akola,43,Akola (Rural),258,Rural,795,3763,3K - 4K,1,20.7054595,77.0348573,20.7054595 77.0348573
POINT (75.3086873 19.8745581),MAHARASHTRA,6,Aurangabad,27,Aurangabad,44,Aurangabad (CB),259,Urban,3263,18051,12K - 20K,1,19.8745581,75.3086873,19.8745581 75.3086873
POINT (75.1983113 20.1358589),MAHARASHTRA,6,Aurangabad,27,Aurangabad,44,Tisgaon,260,Rural,2848,12789,10K - 20K,1,20.1358589,75.1983113,20.1358589 75.1983113
POINT (75.2490332 19.8179019),MAHARASHTRA,6,Aurangabad,27,Aurangabad,44,Pandharpur (CT),261,Urban,2320,10346,3K - 12K,1,19.8179019,75.2490332,19.8179019 75.2490332
POINT (75.6209901 19.9728475),MAHARASHTRA,6,Aurangabad,27,Aurangabad,44,Ladsawangi,262,Rural,1472,7281,7K - 10K,1,19.9728475,75.6209901,19.9728475 75.6209901
POINT (75.221652 19.946133),MAHARASHTRA,6,Aurangabad,27,Aurangabad,44,Daulatabad,263,Rural,1178,6096,5K - 7K,1,19.946133,75.221652,19.946133 75.221652
POINT (75.221652 19.9287072),MAHARASHTRA,6,Aurangabad,27,Aurangabad,44,Maliwada,264,Rural,889,4403,4K - 5K,1,19.9287072,75.221652,19.9287072 75.221652
POINT (75.2741557 19.8285748),MAHARASHTRA,6,Aurangabad,27,Aurangabad,44,Waladgaon,265,Rural,757,3270,3K - 4K,1,19.8285748,75.2741557,19.8285748 75.2741557
POINT (74.2911538 16.7051682),MAHARASHTRA,6,Kolhapur,28,Karvir,45,Gandhinagar (CT),266,Urban,2565,12601,12K - 20K,1,16.7051682,74.2911538,16.7051682 74.2911538
POINT (74.3132878 16.7185172),MAHARASHTRA,6,Kolhapur,28,Karvir,45,Walivade,267,Rural,2126,10715,10K - 20K,1,16.7185172,74.3132878,16.7185172 74.3132878
POINT (74.2689603 16.6687108),MAHARASHTRA,6,Kolhapur,28,Karvir,45,Ujalaiwadi (CT),268,Urban,2149,9075,3K - 12K,1,16.6687108,74.2689603,16.6687108 74.2689603
POINT (74.2294632 16.6951125),MAHARASHTRA,6,Kolhapur,28,Karvir,45,Wasagade,269,Rural,1727,8165,7K - 10K,1,16.6951125,74.2294632,16.6951125 74.2294632
POINT (74.1929853 16.7206267),MAHARASHTRA,6,Kolhapur,28,Karvir,45,Chikhali,270,Rural,1292,6301,5K - 7K,1,16.7206267,74.1929853,16.7206267 74.1929853
POINT (74.3191542 16.7046483),MAHARASHTRA,6,Kolhapur,28,Karvir,45,Chinchwad,271,Rural,1196,5720,5K - 7K,,16.7046483,74.3191542,16.7046483 74.3191542
POINT (74.3147545 16.6341424),MAHARASHTRA,6,Kolhapur,28,Karvir,45,Nerli,272,Rural,1006,4391,4K - 5K,1,16.6341424,74.3147545,16.6341424 74.3147545
POINT (74.3338194 16.6542244),MAHARASHTRA,6,Kolhapur,28,Karvir,45,Sangwade,273,Rural,936,4331,4K - 5K,,16.6542244,74.3338194,16.6542244 74.3338194
POINT (74.2736848 16.6825145),MAHARASHTRA,6,Kolhapur,28,Karvir,45,Sarnobatwadi,274,Rural,825,3722,3K - 4K,1,16.6825145,74.2736848,16.6825145 74.2736848
POINT (79.0781907 21.1966993),MAHARASHTRA,6,Nagpur,29,Kamptee,46,Koradi (CT),275,Urban,1419,6321,3K - 12K,1,21.1966993,79.0781907,21.1966993 79.0781907
POINT (79.1792004 21.2043745),MAHARASHTRA,6,Nagpur,29,Kamptee,46,Ranala,276,Rural,1040,4899,4K - 5K,1,21.2043745,79.1792004,21.2043745 79.1792004
POINT (79.1283931 21.2141977),MAHARASHTRA,6,Nagpur,29,Kamptee,46,Mhasala,277,Rural,853,3714,3K - 4K,1,21.2141977,79.1283931,21.2141977 79.1283931
POINT (79.1351286 21.1002094),MAHARASHTRA,6,Nagpur,29,Nagpur (Rural),47,Narsala (CT),278,Urban,3982,17330,12K - 20K,1,21.1002094,79.1351286,21.1002094 79.1351286
POINT (79.1485035 21.1084929),MAHARASHTRA,6,Nagpur,29,Nagpur (Rural),47,Kharabi,279,Rural,2239,10145,10K - 20K,1,21.1084929,79.1485035,21.1084929 79.1485035
POINT (79.0598689 21.220718),MAHARASHTRA,6,Nagpur,29,Nagpur (Rural),47,Godhani (Railway),280,Rural,2158,9804,7K - 10K,1,21.220718,79.0598689,21.220718 79.0598689
POINT (79.0772159 21.0752108),MAHARASHTRA,6,Nagpur,29,Nagpur (Rural),47,Beltarodi,281,Rural,862,3599,3K - 4K,1,21.0752108,79.0772159,21.0752108 79.0772159
POINT (73.8933596 20.1453053),MAHARASHTRA,6,Nashik,30,Dindori,48,Mohadi,282,Rural,1542,8033,7K - 10K,1,20.1453053,73.8933596,20.1453053 73.8933596
POINT (73.8279381 20.2757973),MAHARASHTRA,6,Nashik,30,Dindori,48,Lakhamapur,283,Rural,1102,5289,5K - 7K,1,20.2757973,73.8279381,20.2757973 73.8279381
POINT (73.8272029 20.2041657),MAHARASHTRA,6,Nashik,30,Dindori,48,Palkhed,284,Rural,813,4576,4K - 5K,1,20.2041657,73.8272029,20.2041657 73.8272029
POINT (73.7183639 20.196791),MAHARASHTRA,6,Nashik,30,Dindori,48,Umrale Bk.,285,Rural,641,3604,3K - 4K,1,20.196791,73.7183639,20.196791 73.7183639
POINT (73.8389657 19.881523),MAHARASHTRA,6,Nashik,30,Nashik,49,Bhagur (M Cl),286,Urban,2545,12353,12K - 20K,1,19.881523,73.8389657,19.881523 73.8389657
POINT (73.8744886 19.9253526),MAHARASHTRA,6,Nashik,30,Nashik,49,Palashe,287,Rural,2367,11721,10K - 20K,1,19.9253526,73.8744886,19.9253526 73.8744886
POINT (73.8132337 19.8509645),MAHARASHTRA,6,Nashik,30,Nashik,49,Lahvit,288,Rural,1334,6826,5K - 7K,1,19.8509645,73.8132337,19.8509645 73.8132337
POINT (73.8380468 19.9004024),MAHARASHTRA,6,Nashik,30,Nashik,49,Sansari (CT),289,Urban,1230,5780,3K - 12K,1,19.9004024,73.8380468,19.9004024 73.8380468
POINT (73.8624893 19.8894817),MAHARASHTRA,6,Nashik,30,Nashik,49,Nanegaon,290,Rural,680,3667,3K - 4K,1,19.8894817,73.8624893,19.8894817 73.8624893
POINT (73.826375 18.4464732),MAHARASHTRA,6,Pune,31,Haveli,50,Nahre  (N.V.),291,Rural,4176,16174,10K - 20K,1,18.4464732,73.826375,18.4464732 73.826375
POINT (73.9563832 18.4563105),MAHARASHTRA,6,Pune,31,Haveli,50,Uruli-dewachi,292,Rural,2086,9403,7K - 10K,1,18.4563105,73.9563832,18.4563105 73.9563832
